conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_33353,33353,123375,general_inquiry_other,#iOS11.1 is taking iPhones into consistent boot loops !! It remains for a couple of hours boot looping over and over then it gets back on again. This happened since the betas. I thought it's a bug but even now with the official 11.1 it happened. @AppleSupport @115858 https://t.co/Q5vk9E0I0W,#iOS11.1 is taking iPhones into consistent boot loops !! It remains for a couple of hours boot looping over and over then it gets back on again. This happened since the betas. I thought it's a bug but even now with the official 11.1 it happened. @AppleSupport @115858,@123375 Let's get this resolved. Are you still experiencing this issue? Reply in DM to get started. https://t.co/GDrqU22YpT,Let's get this resolved. Are you still experiencing this issue? Reply in DM to get started.,2,True
conv_33384,33384,123382,general_inquiry_other,"- what is up with the letter “eye” button @AppleSupport?! for like a 4 days now, the letter “eye” has been turning into this i️ 😐","- what is up with the letter “eye” button @AppleSupport?! for like a 4 days now, the letter “eye” has been turning into this i️ 😐","@123382 We'd like to look into this. To start, which device are you experiencing this on, and which software version is it running?","We'd like to look into this. To start, which device are you experiencing this on, and which software version is it running?",8,False
conv_33403,33403,123387,general_inquiry_other,"Anyone else? @AppleSupport 
What’s going on here? https://t.co/FZeaqXgHqn",Anyone else? @AppleSupport What’s going on here?,"@123387 We'd like to help. What device are you using, and which OS version does it have installed?","We'd like to help. What device are you using, and which OS version does it have installed?",5,False
conv_33414,33414,123391,general_inquiry_other,"@AppleSupport 

Why does this I️ pop up when I type “I”?",Why does this I️ pop up when I type “I”?,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,Allow us to assist. Send us a DM so that we can help you with this.,3,True
conv_34583,34583,123491,general_inquiry_other,"@115858 @AppleSupport @1542
Bug Alert! Upon selecting message option from call log only opens up msg app but not the chat for that num",Bug Alert! Upon selecting message option from call log only opens up msg app but not the chat for that num,@123491 Thanks for bringing this to our attention. Can you tell us which iOS version this is occurring on please?,Thanks for bringing this to our attention. Can you tell us which iOS version this is occurring on please?,6,False
conv_34598,34598,123495,general_inquiry_other,iMessage-Aktivierung schlägt mal wieder fehl… @1652 @AppleSupport,iMessage-Aktivierung schlägt mal wieder fehl… @1652 @AppleSupport,@123495 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,We offer support via Twitter in English. Contact us for help in your preferred language here:,10,True
conv_34608,34608,123498,general_inquiry_other,@AppleSupport Is there any possibility to combine two Apple-IDs?,Is there any possibility to combine two Apple-IDs?,@123498 Let's look into your options together. Let us know in DM a bit more about what you're wanting to do. https://t.co/GDrqU22YpT,Let's look into your options together. Let us know in DM a bit more about what you're wanting to do.,2,True
conv_34618,34618,123502,general_inquiry_other,Hmm… @AppleSupport doubt Ill be able to close the Move ring 25770 times in november. https://t.co/Fj0ghd2UnW,Hmm… @AppleSupport doubt Ill be able to close the Move ring 25770 times in november.,@123502 We'd like to know more about what you're seeing. DM us with what type of Apple Watch you're using. https://t.co/GDrqU22YpT,We'd like to know more about what you're seeing. DM us with what type of Apple Watch you're using.,2,True
conv_34624,34624,123505,general_inquiry_other,"@AppleSupport Is there a way to merge two AppleID’s, so I can use all bought items in one ID and delete the other?","Is there a way to merge two AppleID’s, so I can use all bought items in one ID and delete the other?",@123505 Great question! Our account security team is best suited to help you. You can reach them directly here:  https://t.co/UJm15vmMM2,Great question! Our account security team is best suited to help you. You can reach them directly here:,2,True
conv_34650,34650,123512,general_inquiry_other,@AppleSupport why on my Apple Watch series 3 when I start the activity tracker on stair stepper it shows 0 total and active calories?,why on my Apple Watch series 3 when I start the activity tracker on stair stepper it shows 0 total and active calories?,@123512 Happy to help you with this. Can you tell us which iOS and watchOS version you are currently using please?,Happy to help you with this. Can you tell us which iOS and watchOS version you are currently using please?,4,False
conv_34681,34681,123520,general_inquiry_other,@AppleSupport Hoe kan ik de externe microfooningang van mijn iPhone 6S blijven gebruiken voor een professionele microfoon?,Hoe kan ik de externe microfooningang van mijn iPhone 6S blijven gebruiken voor een professionele microfoon?,@123520 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,We offer support via Twitter in English. Contact us for help in your preferred language here:,4,True
conv_34690,34690,123522,general_inquiry_other,"@AppleSupport @115858 bitch!! Stop changing the letter “I” to that dumb ass shit. I’m sick of it, hoe!!","bitch!! Stop changing the letter “I” to that dumb ass shit. I’m sick of it, hoe!!","@123522 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT","We'll make sure to get this straightened out. DM us, and we'll see you there.",2,True
conv_34708,34708,123528,general_inquiry_other,"@AppleSupport my iPhone 6 has deleted all my notes.  Not using email, not using cloud.  Didn't delete them.  How do I get them back?","my iPhone 6 has deleted all my notes. Not using email, not using cloud. Didn't delete them. How do I get them back?",@123528 We'd be happy to look into what's going on. Do you know if you have a recent backup from before those Notes went missing?,We'd be happy to look into what's going on. Do you know if you have a recent backup from before those Notes went missing?,4,False
conv_35218,35218,123671,general_inquiry_other,Is my iPhone the only one doing this ?  @115858 @AppleSupport https://t.co/vbjmrw7IaE,Is my iPhone the only one doing this ? @115858 @AppleSupport,@123671 We'd like to look into this with you. Can you tell us which device and OS version you're using?,We'd like to look into this with you. Can you tell us which device and OS version you're using?,6,False
conv_35235,35235,123675,general_inquiry_other,@AppleSupport can you help me yo you literally replying to everyone else except me 👋🏼 https://t.co/AG3KoDLJ7e,can you help me yo you literally replying to everyone else except me 👋🏼,@123675 We'd be happy to see how we can help. What's going on?,We'd be happy to see how we can help. What's going on?,7,False
conv_35238,35238,118188,general_inquiry_other,hey @AppleSupport why does @115948 keep re-fetching the thumbnail when it obviously hasn't changed? #appleQA #ChiefQA #Apple https://t.co/Ipj2L9H8CJ,hey @AppleSupport why does @115948 keep re-fetching the thumbnail when it obviously hasn't changed? #appleQA #ChiefQA #Apple,@118188 Thanks for reaching out to us. We are always happy to help. Is this the only playlist that this happens with?,Thanks for reaching out to us. We are always happy to help. Is this the only playlist that this happens with?,4,False
